source,target,relation
"识体系","从工业工厂","开发者"
"识体系","从工业工厂的C","应用于"
"识体系","从工","开发者"
"从工业工厂的C","工业工厂的C","应用于"
"国有200","国有","应用于"
"带来","年美国有200多个","应用于"
"年美国有200多个","美国有200多个","开发者"
"府带来","年美国有200多个","开发者"
"府带来","美国有200多","应用于"
"国有200多个","国有2","开发者"
"国有200多个","美国有200多个","开发者"
"国有200多个","国有200多","包含"
"国有200多","有200多","包含"
"国有200多","美国有200多","位于"
"国有200多","国有200","包含"
" 像其他","期先行的CO2强化驱","应用于"
"于先","先征后返的增 值税和","合作伙伴"
"所发生","于先","应用于"
"聚焦盆地","东部的煤化工与油气田","包含"
"盆地东部的","地东部的","应用于"
"地东部的","盆地东部的","包含"
"盆地东部的煤化","地东部的","开发者"
"地东部的煤","东部的煤","包含"
"地东部的煤","地东部的","开发者"
"于Shapley"," 值 法的利","开发者"
"仍处于规划","， ","包含"
"大部分的项目仍处","大部分的项目仍","应用于"
"大部分的项目仍处","大部分","合作伙伴"
"大部分的项目仍","大部分","位于"
"道路上跑出","色叙","包含"
"道路上跑出","林日","应用于"
"林日报","林日","应用于"
"日报","林日","应用于"
"日报"," 作","包含"
"报/2","报/","包含"
"田的C","今的吉林油田CCUS","开发者"
"计可","帮助该油田提高采","合作伙伴"
"外的案例 ","油田","合作伙伴"
"外的案例 ","的案","包含"
"外的案例 ","024 年底，","应用于"
"外的案例 ","024 年底，吉林油","开发者"
"林油田"," “管道建成后，将实","应用于"
"，管"," “管道建成后，将实","应用于"
"
电厂等碳排放源与油","工程","开发者"
"、1 座","工程","应用于"
"、1","400 万吨 。 ”","合作伙伴"
"目碳用户","碳用户","包含"
"附近无","近无","开发者"
"附近无油","近无油","包含"
"海地区 二氧","要进行工程规","应用于"
"，将近海地区 二氧","封存经营者需要","应用于"
"经营者需要进","经营者需要","包含"
"经营者需要进","存经营者需要进","应用于"
"经营者需要","经营者需要进","位于"
"在此次服贸会亮相的零碳园区","方案馆呈现了零碳园区","包含"
"现了零","案馆呈现了零碳园","应用于"
"家中外企业","家中外企业在零碳园区","包含"
"材料公司等","次服","开发者"
"次服","材料公司等","合作伙伴"
"。 其","六个省","合作伙伴"
"省、山东","地为我国东","开发者"
"省、山东","地为我国","包含"
"省、山东"," 渤海湾盆地为我国东","应用于"
"省、山东省","地为我国东","包含"
"新能源部副总经","新能源部副总","开发者"
"相关术语","推广应 用","应用于"
"相关术语","推广应 ","开发者"
"项目建成后有望成为吉林省","吉林","包含"
"目建","吉林","包含"
" 与此","目建","开发者"
"成后","成后有","应用于"
"S 示范项目是","025 年3 月","包含"
"S 示","025 年3 月","应用于"
"S 示范项目是我","025 年3 月","开发者"
"注入","025 年3 月","应用于"
"将煤","及鄂尔多","包含"
"碳地质封存","将煤","开发者"
"目将煤","及鄂尔多","合作伙伴"
"煤化","及鄂尔多","合作伙伴"
"二氧化碳","煤化","应用于"
"势， ","挥中科院","开发者"
"势， ","动水泥生","开发者"
"水泥生","动水泥生","包含"
"动水泥生","材项目孵化器 ","包含"
"定风险，且","择合适的封存地点","合作伙伴"
"我国在部分碳利","我国在部分碳","位于"
"我国在部分碳利","国在部分碳","合作伙伴"
"氧有机","品 质波动","应用于"
"源化能源化利用","国家能源集团","合作伙伴"
"司50","国家能源集团","开发者"
"司50","而，由于该工","应用于"
"司50","于该工","应用于"
"司50","，由于该工","开发者"
"而，由于该工艺所","国家能源集团","合作伙伴"
"，由于该","，由于该工","包含"
"标，解","投产","应用于"
"标，解","目投产","开发者"
"标，解","万棵 。  冰山冷热","开发者"
"标，解","产后","应用于"
"投产后，可","万棵 。  冰山冷热","包含"
"目投产后，可","投产","合作伙伴"
"目投产后，可","万棵 。  冰山冷热","合作伙伴"
"海省西","海省西宁市三合镇的天","合作伙伴"
"藏主要分布于","尔多斯盆","应用于"
"藏主要分","尔多斯盆地","应用于"
"含油气","本的 C","开发者"
" C","的 C","应用于"
"鄂尔多斯 ","鄂尔多斯","合作伙伴"
"鄂尔多斯 ","鄂尔多","位于"
"家实验","国家重点实","应用于"
"碳领域未
","代产业学院和示范","应用于"
"建碳","代产业学院和示范","包含"
"二氧化碳捕集技","二氧化碳捕集技术总","合作伙伴"
"质量，"," 加强碳捕","应用于"
"方向","加强碳捕集设施","应用于"
" 积极","加强碳捕集设施","开发者"
" 积极","加强碳捕集设施的","应用于"
" 积极","强碳捕集设施的全","位于"
"发方向","强碳捕集设施的全","合作伙伴"
"中国碳","有CC","开发者"
"中国碳","下，","应用于"
"中国碳","CC","开发者"
"候变化","制定本路线图，","应用于"
" 路线","学以及大连理工","开发者"
"定本路","学以及大","开发者"
"定本路","大学以及大连理","位于"
"制定本","学以及大","包含"
"定本","学以及大","包含"
"定本","制定本路","应用于"
"大型碳","去的10年中，通过研","应用于"
"大型碳","的10年中，通过研","应用于"
"大型碳","
设试点项","位于"
"大型碳","研发、建
设试点项","应用于"
"大型碳","建
设试点项","合作伙伴"
"大型碳","过去","开发者"
"多亿元"," 三、十三五计划","开发者"
"多亿元"," 三、十三五计","合作伙伴"
"多亿元"," 三","开发者"
" 基","第十个五年计划（","应用于"
" 基","中在电力和煤化工领","应用于"
"第十个五年计划（","中在电力和煤化工领","包含"
"方面 ","第十个五年计划（","开发者"
"方面 ","中在电力和煤化工领","应用于"
"方面 ","十个五年计划（","应用于"
"在国内有中试项目，以","国内有中试项目，以","应用于"
"国内有中试项目，以","国内有中试项目，","应用于"
"CO2-强化驱油","项目拟从","开发者"
"CO2-强化驱油","2 ","应用于"
"估主要","估主要关注低成本机","开发者"
"估主要","项目拟从","应用于"
"估主要","还显示了","位于"
"主要","主要关","应用于"
"主要","主要关注","合作伙伴"
"主要","还显示了","开发者"
"主要关","还显示了","包含"
"每个碳捕集与封存项目","源部","投资方"
"每个碳捕集与封存项目","和工业和信息化部","投资方"
"监管框","土资
源部和工业","合作伙伴"
"监管框","、国土资
源部和工业","应用于"
"监管框","保部、","应用于"
"监管框","构成碳","合作伙伴"
"监管框","土资
","应用于"
"监管框","术部、","应用于"
"监管框","然构成","应用于"
"监管框","构成","包含"
"监管框","成碳捕集","应用于"
"个碳捕集与封存项目都","、国土资
源部和工业","位于"
"、国","、国土资
源部和工业","包含"
"、国","土资
源部和工业","包含"
"土资
源部和工业和","土资
源部和工业","应用于"
"保部","保部、","包含"
"保部、国土资
","保部、","应用于"
"保部、国土资
","土资
","位于"
"保部、国土资
","土资
源部和工业","开发者"
"术部、环保部、","保部、","开发者"
"，而碳","国西北和西部地","应用于"
"，而碳","北和西部地区的","应用于"
"国西北和西部地区的","国西北和西部地","合作伙伴"
"北和西部地区的","和西部地区的","包含"
"北和西部地区的水","北和西部地区的","开发者"
"尽早","碳捕集和封存项目的","应用于"
"且还需","碳捕集和封存项目的","开发者"
"且还需","本地","合作伙伴"
"且还需","地社区","开发者"
"且还需","社区","开发者"
"本地社","地社区","应用于"
"本地社","社区","合作伙伴"
"应主导","力的","应用于"
"将碳捕","碳捕","合作伙伴"
"030） 58 ","将碳捕","应用于"
"证体系； iii ","存认证","开发者"
"体系；","存认证","开发者"
"情况，","国家的特殊","应用于"
"情况，","国家的特殊情况，","应用于"
"也会","如研究院强","应用于"
"个可靠","如研究院强","开发者"
"成碳","构成碳","包含"
"监管框架","构成碳","合作伙伴"
"4 6","些安排","应用于"
"4 6","安排","开发者"
"些安","安排","合作伙伴"
"排的关键","排的关","合作伙伴"
"排的关键","的关键","开发者"
"排的关键","的关","合作伙伴"
"继续某","确定不
","开发者"
"继续某","这方面，中 国可以从","开发者"
"继续某","方面，","包含"
"年美国有2","美国有200多个","包含"
" 。 因","说，CO2强化驱油","包含"
"表明，中国
已","说，CO2强化驱油","开发者"
"其中 一些油田注","其中 一些油","包含"
"其中 一些油田注","其中 一些油田","开发者"
"其中 一些油田","其中 一些油","位于"
"强化驱油技术","其中 一些油田","开发者"
"集、利","运营方和石油公司都必","包含"
"集、利","的运","位于"
"集、利","将为碳捕","位于"
"集、利","为碳捕集","开发者"
"集、利","运营方","位于"
"集、利","其他许多正在推进碳捕","位于"
"捕集、","运营方和石油公司都必","开发者"
"捕集、","的运","开发者"
"捕集、","的运营方和石油公司都","开发者"
"捕集、","项目群","位于"
"捕集、","将为碳捕","开发者"
"捕集、","厂的","应用于"
"捕集、","厂的运营方和石","开发者"
"捕集、","运营方和石油公司都","应用于"
"捕集、","其他许多正在推进碳捕","开发者"
"捕集、","此举将为碳","位于"
"捕集、","举将为碳","应用于"
"捕集、利","运营方和石油公司都必","开发者"
"捕集、利","项目群","包含"
"集、","的运","开发者"
"集、","将为碳捕","开发者"
"集、","运营方","应用于"
"集、","其他许多正在推进碳捕","开发者"
"集、","他许多正在推进碳捕","开发者"
"集、","果中央政府能够","应用于"
"时还必须为上述","为上述","包含"
"公司几","时还必须为上述","应用于"
"必须为上述项目配","述项目","位于"
"必须为上述项目配","述项目配","包含"
"须为上述项目配","项目配","位于"
"须为上述项目配","述项目配","合作伙伴"
"述项目配备","述项目配","应用于"
"十个 ","当加强对项目的","开发者"
"十个 ","项目的","开发者"
"十个 ","强对项目的研究","开发者"
"十个 ","强对项目的","开发者"
"当加强对项目的","项目的","包含"
"当加强对项目的","强对项目的研究","应用于"
"成为全国乃","当加强对项目的","应用于"
"项目的","项目的建","合作伙伴"
"项目的","内蒙古","合作伙伴"
"强对项目的","强对项目的研究","应用于"
"强对项目的研","强对项目的","应用于"
"正在建","，50 个CC","应用于"
"正在建","，5","开发者"
"正在建","，50 个","开发者"
"正在建","50 个","开发者"
"正在建","1 ","合作伙伴"
"正在建","，50","应用于"
"正在建","50 ","应用于"
"，5","1 ","包含"
"，50 个","50 个","包含"
"正在建设","，50 个","应用于"
" 年，吉林石化-吉林"," 年，吉林石化","包含"
"025 年，吉林石"," 年，吉林石化","合作伙伴"
"025 "," 年，吉林石化","包含"
" 年，吉林石"," 年，吉林石化","开发者"
"入深部"," 年，吉林石化","应用于"
"段分布鲁棒优化模","中，任意n0 n","开发者"
"段分布鲁棒优化模","型，以及基于","合作伙伴"
"现阶段的各阶段项","现阶段的各阶段项目部","应用于"
"现阶段的各阶段项目","现阶段的各阶段项目部","应用于"
"，将实现吉林油田周边","条总长 约400","开发者"
"总长","春市","包含"
"条总长","春市","包含"
"； 如","于该项","应用于"
"分；夜","目碳用","应用于"
"落地","开发区","开发者"
"落地","经济技","包含"
"11 ","，反之可","应用于"
"电气集团以","电气集团以华","开发者"
"方电气集团以","电气集团以华","包含"
"集团以华能","集团以华","位于"
"集团以华能","电气集团以华","应用于"
"中国工程","中国工程院","投资方"
"工程院院士","程院院士","应用于"
"程院院士彭","工程院院士彭","应用于"
"工程院院士彭","程院院士彭","包含"
"1-","3-0","合作伙伴"
"省生态","和改","应用于"
"省生","和改","包含"
"和改革委员会福建省生","和改","合作伙伴"
"和信息化厅福建省发展","和改革委员会福建省生","位于"
"捕集利用与","碳捕集利用与","开发者"
"动制定二","技术要 市场监督","合作伙伴"
"动制","局国家发展","开发者"
"动制"," 动制定","应用于"
"动制定","动制","应用于"
"动制定","局国家发展","应用于"
"超前布局","生态环境部","合作伙伴"
"集利用与封","监管总局生","合作伙伴"
"前对于","有深","应用于"
"前对于","前对于CC","开发者"
"于CC","对于CC","开发者"
"对于CC","于CC","合作伙伴"
"规模","部分","开发者"
"分中国CCUS ","分中国CCUS","应用于"
"中国CCUS ","分中国CCUS ","应用于"
"中国CCUS ","中国CC","应用于"
"中国CCUS 项","中国CCUS ","应用于"
"捕集市","和天然气：石油和","位于"
"集市","和天然气：石油和","合作伙伴"
"
研究及示范项","苏泰州公司5","包含"
"与顿汉布什集团","核心企业烟台冰轮股份有限公司","合作伙伴"
"日本荏原制作所","合资成立“烟","包含"
"工业有","合资成立“烟","应用于"
"地和塔里木盆","鄂尔多斯","包含"
"地和塔里木盆","尔多斯盆","合作伙伴"
"地和塔里木盆","鄂尔多斯盆","包含"
"地和塔里木盆","尔多斯","包含"
"地和塔里木盆","鄂尔多斯盆地","包含"
"鄂尔多斯盆地","鄂尔多斯","包含"
"于鄂尔多斯盆地","鄂尔多斯","应用于"
"家能源集团鄂尔多斯","鄂尔多斯","开发者"
"家能源集团鄂尔多斯 ","鄂尔多斯","应用于"
"
来技术学","院和示范性能源学","开发者"
"院和示范性能源学","人才培养模式，鼓","开发者"
"院和示范性能源学","新人才培养模式，鼓","应用于"
"院和示范性能源学","院和示范性能","包含"
"院和示范性能源学","人才培养模式，鼓励高","应用于"
"设一","院和示范性能源学","应用于"
"统一市","游市场发展相对成熟；","应用于"
"可 部","过来，高成本
","合作伙伴"
"可 部","过来，高成本
与高","应用于"
"见与监测体系，建立项","键核心","包含"
"集关","焦碳捕","开发者"
"集关","碳捕","位于"
"集关","捕集","开发者"
"捕集关","碳捕","开发者"
"捕集关","焦碳捕","应用于"
"焦碳捕集关","碳捕","包含"
"焦碳捕集关","焦碳捕","合作伙伴"
"离出来，从而产"," 21 ","包含"
"离出来，从而产","术提供了难得的机会 ","包含"
"放量 ","术提供了难得的机会 ","应用于"
"计划期间","计划期间，","应用于"
"计划期间","计划期间，建","合作伙伴"
"计划期间","五计划期间，","应用于"
"计划期间","五计划期间，建","包含"
"计划期间","五计划期间","应用于"
"五计划期间","计划期间","包含"
"源及汇的地理位","初期，加","应用于"
"于这 ","初期，加","包含"
"，加之","东北部","包含"
"，加之","于这 些封存技术","应用于"
"，加之","于这 些封","开发者"
"，加之","封存的","包含"
"，加之","然，评估结果也表明中","应用于"
"封存技术","于这 些封存技术","应用于"
"封存技术","中国东","位于"
"封存技术"," 些","包含"
" 些","部、东","开发者"
" 些封存技术"," 些","包含"
" 些封"," 些","合作伙伴"
" 些封","中国东","包含"
" 些封"," 些封存技术目","应用于"
"些封"," 些","开发者"
"些封","中国东部、","包含"
"些封","些封存技术目","包含"
"术部、","土资
源部和工业","位于"
"术部、环保部、国土","土资
源部和工业","应用于"
"结合的","三五计划期","开发者"
"结合的","五计划期间","应用于"
"结合的","计划期间，","应用于"
"结合的","计划期间","应用于"
"结合的","五计划期间，","应用于"
"计划期间，","五计划期间","开发者"
"计划期间，","计划期间","开发者"
"计划期间，","计划期间，建","包含"
"计划期间，","划期间，建","合作伙伴"
"计划期间，建","计划期间，","开发者"
"五计划期间，","五计划期间","合作伙伴"
"五计划期间，","计划期间","包含"
"2-E","OR","应用于"
"盆地都有适于C","7 选定","位于"
"盆地都有适于C","的鄂尔多斯盆地和松辽","包含"
"置优先试点","7 选定","包含"
"地尝试","的鄂尔多斯盆地和松辽","开发者"
"地尝试","盆地、西北","应用于"
"地尝试","7 选定","应用于"
"盆地、西北","7 选定","包含"
"区还集","有计","包含"
"有计划地","区还集","开发者"
"计划地","有计","开发者"
"范项目","的核准条件以便项","开发者"
"范项目","的核准条件以便项目","应用于"
"范项目","对相关监管部门的角","应用于"
"范项目","相关监管部门的角","合作伙伴"
"对相关监管部门的角","相关监管部门的角","包含"
"，从而","政府和","应用于"
"要 ","政府和","包含"
"目管理部门应该及","政府和","应用于"
"。 在"," 随着行","应用于"
"。 先","此同时，需要","应用于"
"。 先","时，需要","应用于"
"。 先行","同时，需要","应用于"
" 。 先","时，需要","合作伙伴"
"早期CCS项目","内蒙古","位于"
"建设更广泛","设更","包含"
"当考虑","，用于","开发者"
"期CC","，用于","应用于"
"项目时，政府应当考虑","，用于","开发者"
"CS项目","，用于","开发者"
"业不会","知技术风","开发者"
"业不会","技术风","应用于"
"业不会","术风","应用于"
"知技","知技术风","应用于"
" 因而，有","一些","位于"
"这表明，中国
","们都已","开发者"
"这表明，中国
","们都已进入成熟期，","应用于"
"们都已进入成熟期，","们都已","包含"
"中国东北部地区","中国东北部地区的鄂尔多斯盆地","包含"
"中国东北部地区","鄂尔多斯","包含"
"中国东北部地区的鄂尔多斯盆地","鄂尔多斯","包含"
"国东北部地区的鄂","尔多斯盆","合作伙伴"
"都具有适合于C","尔多斯盆","应用于"
"东北部地区的鄂","尔多斯盆","开发者"
"都具","尔多斯盆","应用于"
"都具","尔多斯盆地","应用于"
"本和C","业的现","开发者"
"本和C","气行业的现","开发者"
"EOR项目","在碳源条件良好的老油田部","投资方"
"EOR项目","在碳源条件良好的老油田","位于"
"实现","碳源","应用于"
"尔多斯盆地已","尔多斯盆","应用于"
"尔多斯盆地已","多斯盆","位于"
"多斯盆地已","多斯盆","包含"
"多斯盆地已率","多斯盆","开发者"
"多斯盆地已率","多斯盆地已率先","应用于"
"斯盆地已","多斯盆","应用于"
"地已","多斯盆","包含"
"地已","多斯盆地已","开发者"
"斯盆地已率","多斯盆地已率先","包含"
"匹配性","噶尔盆地的碳","开发者"
"模 化","部以油田内","开发者"
"主， ","部以油田内","应用于"
"总体","总体而","应用于"
"模型的计","个模型的计","应用于"
"个模型的计","模型的计","包含"
"个模型的计","两个模型的计","应用于"
"公开数","个模型的计","开发者"
"模型的计算","个模型的计算","应用于"
"模型的","本节将根据各技术方案","应用于"
"本节将根","本节将根据各技术方案","应用于"
"节将根","本节将根据各技术方案","应用于"
"通过这","批试","包含"
"认定","内蒙","包含"
"清华大学在","清华大学","位于"
"清华大学在","华大学在","包含"
"华大学在","清华大学在","应用于"
"华大学在","华大学在化","包含"
"华大学在化","华大学在","位于"
"任务：","息化","开发者"
"任务：","业和信","开发者"
"任务：","业和","应用于"
"与绿氢","持内蒙","应用于"
"施碳捕","目，所在地及周边应具","位于"
"集利用与封存的项","目，所在地及周边应具","包含"
"对加装","施碳","开发者"
"力度 ","励金融机构为绿色低碳","应用于"
"、利","励金融机构为","应用于"
"、利","捕集","包含"
"、利","为碳捕集","包含"
"、利","运营方","应用于"
"融机构为绿","金融机构为绿","包含"
"金融机构为绿","融机构为绿","包含"
"金融机构为绿","融产品供给力","包含"
"融产","融产品供给力","应用于"
"融产","金融机构为绿","开发者"
"融产","融产品","合作伙伴"
"化的综","碳纯度达到","应用于"
"的综","碳纯度达到","应用于"
"年碳","利用
研究及示","合作伙伴"
"J/t","项目是国","应用于"
"J/t","项目","开发者"
"收剂","项目","开发者"
"27GJ/t","项目","应用于"
"该项","该项目","包含"
"来二氧化碳场地","的土壤退化，","包含"
"等，是","的土壤退化，","应用于"
"国青海省西","宁市三","包含"
"国青海省西","国青海省西宁市三","开发者"
"国青海省西","青海省西","包含"
"国油田主","CO2 ","包含"
"国油田主","鄂尔多斯","包含"
"多斯盆地、 ","CO2 ","包含"
"油田主","多斯盆地、 ","包含"
"油田主","和准噶尔盆地","合作伙伴"
"田主要","CO2 ","开发者"
"田主要集中于","田主要集中于松辽盆","应用于"
"吨CO2 。 ","田主要","应用于"
"部咸水层的C","部咸水","开发者"
"部咸水层的C","深部咸水","应用于"
"部咸水层的C","部咸","合作伙伴"
"咸水层的CO","部咸水层的CO","应用于"
"大于","西、内","合作伙伴"
"各地区","要结合区","包含"
"各地区","等区","包含"
"带、黄河流域和国家生","结合区域","包含"
"带、黄河流域和国家生","区要结合区域","应用于"
"带、黄河流域和国家生","带、黄","开发者"
"带、黄河流域和国家生","区要结合","应用于"
"区要结合区域","带、黄河流域和国家生","合作伙伴"
"区要","带、黄河流域和国家生","合作伙伴"
"区要","区要结合区域","应用于"
"湾区等","区要结合区域","应用于"
"区要结合","要结合","包含"
"区要结合","要结合区域","合作伙伴"
"结合","要结合","位于"
"结合","区要结合","开发者"
"带、","区要结合","应用于"
"型 。 长江经济 ","要结合","开发者"
"S商业","游市","应用于"
"S商业","市场","应用于"
"目是","捕集与封存示范和部署","应用于"
"nt）","捕集与封存示范和部署","包含"
"nt）","nd","位于"
"nt）","发展","包含"
"nt）","集与封存示范和部署路","应用于"
"t）","捕集与封存示范和部署","开发者"
"封存基","全球","应用于"
" 
 对第一代碳捕","厂CCUS项目的激励","包含"
"S项目","厂CCUS项目的激励","应用于"
"出第二"," 对","开发者"
"及CO","第十个五年计划（2","应用于"
"转化与","个五年计划（2","包含"
"十个","十个五","位于"
"十个","十个五年计划（","应用于"
"十个","个五年计划（2","包含"
"十个五","十个五年计划（","合作伙伴"
"。 火"," 火电厂开始建设前大","包含"
"可以作为参","批程序类","包含"
"期示范","五计划期","应用于"
"0项碳","三五计划期","应用于"
"三五计划期间","三五计划期","合作伙伴"
"划期间，","计划期间，建","开发者"
"划期间，","计划期间，","开发者"
"划期间，","划期间，建","开发者"
"划期间，建","计划期间，","应用于"
"东北的鄂尔多斯盆地和","尔多斯盆地","开发者"
"东北的鄂尔多斯盆地和","尔多斯盆","合作伙伴"
"国东北的鄂尔多斯盆地","尔多斯盆","包含"
"行业布局的","津冀地区、长江三","合作伙伴"
"江三","津冀地区、长江三","应用于"
"而对于","参与早期的示范项目","应用于"
"而对于","激励国内石油企业
参","应用于"
"激励","激励国内石油企业
参","包含"
"架，为","在商业化示范和部","开发者"
"足和稳定的法律","在商业化示范和部署","应用于"
"素的不","此，中国","位于"
"着碳捕集与","碳捕集与封存项目的商","应用于"
"与封存项目的商业","集与封存项目的商业","包含"
"、四川盆地和鄂","四川盆地","位于"
"、四川盆地和鄂","、四川盆地","应用于"
"， 油","以油田内部","开发者"
"， 油","部则以来自新疆地区内","包含"
" 西部坳"," 针对巨厚砾岩油气","开发者"
" 针对巨厚砾岩油气"," 针对","包含"
" 针对巨厚砾岩油气","针对巨厚砾岩油气","合作伙伴"
" 针对巨厚砾岩油气","针对","合作伙伴"
" 针对巨厚砾岩油气","围绕 西部坳","合作伙伴"
" 针对巨厚砾岩油气"," 针对巨厚砾岩油气藏","包含"
" 针对巨厚砾岩油气","针对巨厚砾岩油气藏","合作伙伴"
" 针","针对","合作伙伴"
" 针"," 针对巨厚砾岩油气","应用于"
" 针"," 针对","包含"
" 针"," 针对巨","应用于"
" 针","针对巨厚砾岩油气","包含"
"针对巨厚砾岩油气","针对巨厚砾岩油气藏","开发者"
"针对巨厚砾岩油气","针对","位于"
"针对巨厚砾岩油气"," 针对巨厚砾岩油气","应用于"
" 针对巨厚砾岩油气藏","针对巨厚砾岩油气藏","包含"
"日报/","日报","应用于"
"日报/"," 作","包含"
" 从30 ","业链","包含"
"链CC","能源转型舞
","应用于"
"述工作为","述工作为后续CC","应用于"
"工作为后","工作为","位于"
"工作为","作为","包含"
"作为后","作为后续CC","应用于"
"碳捕集装置","碳捕集装置的","合作伙伴"
"碳捕集装置","碳捕集装置的气","包含"
"若能","若能成功","包含"
"建立的二","定的二","合作伙伴"
"二氧","存技术方","开发者"
"项 ","存技术方","包含"
"了我国二氧","项 ","开发者"
"项 目"," 目","合作伙伴"
"级的","的指导意见》《工","包含"
"升级","的指导意见》《工","开发者"
"升级的","的指导意见》《工","开发者"
"升级的","的指导意见》《工业和","合作伙伴"
" 公厅"," 公","包含"
"铁行","5 ","合作伙伴"
"目每","原初","包含"
" 具有每年10","原初","应用于"
" 具有","原初","开发者"
"林油田建成","林油","应用于"
"林油田建","林油","应用于"
"油田建成","油田建成了","开发者"
"油田建成","油田","合作伙伴"
"油田建","油田建成","应用于"
"展改革委科技部工业和","改革委科技部工业","应用于"
"发债企","关上市公司和","应用于"
"市公司和发债","上市公司和发债","应用于"
"市公司和发","市公司和发债","开发者"
"市公司和发","上市公司和发","包含"
"公司和发","上市公司和发","应用于"
"行业）","集技术的部署仍","应用于"
"术的部署仍面临","术的部署仍","开发者"
"术的部署仍面","术的部署仍","包含"
"技术的部署仍面临","术的部署仍","应用于"
"响因素包含技术","术的成本发展","包含"
"在很大","术的成本发展","应用于"
"企业部","，碳捕集技术的成本","开发者"
"企业部","碳捕集技术的成本","合作伙伴"
"，碳","，碳捕集技术的成本","包含"
"高碳捕","重视加强海外组专","应用于"
"高碳捕","加强海外组专","应用于"
"高碳捕","重视加强海外组专利","应用于"
"高碳捕","重视","包含"
"重视","加强海外组专","包含"
"重视加","加强海外组专","合作伙伴"
"临诸多","CS-EOR项","应用于"
"高（","CS-EOR项","应用于"
"化、齐","CS-EO","应用于"
"化、齐","S-EO","应用于"
"S-","CS-EO","应用于"
"S-","-EO","应用于"
"S-","CS-","应用于"
"S-","S-EO","包含"
"2）到","020 Mt","应用于"
"十个五年计划（2","十个五年计划（","合作伙伴"
"一直致力于碳","第十个五年计划（","应用于"
"一直致","十个五年计划（","应用于"
"捕集与封存试点项目的","于国家科学技术计划的","应用于"
"国大多数","国大","包含"
"分注入","分注","包含"
"分注入的CO","分注入","合作伙伴"
"分注入的CO","分注","包含"
"，目前 油气田","前 油气田","应用于"
"，目前 油气田特","前 油气田","合作伙伴"
"项目拟","供在鄂尔","开发者"
"目拟从","供在鄂尔","位于"
"捕集C","供在鄂尔","开发者"
"目拟从煤化工厂 捕集","供在鄂尔","开发者"
"存项目的核准条","形 成项","应用于"
"以及","目的核准条件以便项","应用于"
"需要对","需要对相关监管部门的","应用于"
"了激","激励国内石油企业","合作伙伴"
"激励国内石油企业","了激励国内石油企业","应用于"
"励国内石油企业
","国内石油企业
参","包含"
"政策 ","将其与","开发者"
"政策 ","其与","合作伙伴"
"政策 ","过将其与","应用于"
"政策 。","过将其与","应用于"
"择示","示范项目时","包含"
"，为","然构成","应用于"
"8 上述估计将为整体","估计将为","包含"
"8 上述估计将为整体","8 上述估计将为","包含"
"对工厂","8 上述估计","开发者"
"对工厂"," 上述估计","应用于"
"对工厂的"," 上述估计","开发者"
"对工厂的","上述估计","合作伙伴"
" 上述估计","上述估计","包含"
"上述估计"," 上述估计","开发者"
"而，有必","2强化驱油技术是最","包含"
"田不适合CO","而，所取","包含"
"部和东北部地区的一","部和东北部地区","开发者"
" 第一个","集和封存","包含"
" 持","目开","应用于"
"争 。","目开","开发者"
"当地社区参与碳捕集与封存项目","当地社区","位于"
"，建","地社区参","应用于"
"，建","社区参与","应用于"
"家和美","地社区参","开发者"
"家和美","社区参与","位于"
"家和美","社区参","应用于"
"家和美","地社区参与","应用于"
"地社区参与","社区参与","包含"
"用技","用技术 已","包含"
"）10","盆地东部","开发者"
"）10","盆地东部的","应用于"
"）10","地东部的煤","应用于"
"盆地东","盆地东部","应用于"
"地东部的煤化","东部的煤化","位于"
"、规模最大的二","内运输 距离最长、","应用于"
"益于国外在CC","于国外在CC","合作伙伴"
"益于国外在CC","于国外在","包含"
"on ","于国外在CC","应用于"
"on ","于国外在","开发者"
"on ","益于国外在","开发者"
"on ","益于国外在CC","开发者"
"国外在CC","于国外在CC","开发者"
"国外在CC","外在CC","应用于"
"项目、","球范","开发者"
"范围","范围内","开发者"
"范围","范围内已有","合作伙伴"
"范围内","围内已有","包含"
"现协","来，CC","开发者"
"来，CC","，CC","包含"
"来，CC","现协","包含"
"，CC","来，CC","开发者"
" 渤海湾盆"," 渤海湾盆地为我国东","包含"
" 渤海湾盆"," 渤海湾盆地为我国","合作伙伴"
" 渤海湾盆地为我"," 渤海湾盆地为我国","包含"
"国能集团在煤耦合生物质发电试点项目","国能集团","投资方"
"能集团在","能集团在煤","应用于"
"团在煤耦","在煤耦","开发者"
"团在煤耦","团在煤","合作伙伴"
"能源系统50","能源系统","包含"
" 80 。","能源系统","包含"
"团以华能","气集团以华能","开发者"
"气集团以华能","团以华能","包含"
"、山西省、陕","达20","开发者"
"0 。 ","达20","应用于"
"古自治区、山西省、陕","达20","位于"
"子行","达20","应用于"
"个煤电","项目的","应用于"
"个煤电","目的建","应用于"
"个煤电","的建","应用于"
"项目的建","项目的","应用于"
"集利用与","碳捕集利用与","应用于"
"集利用与","碳捕","合作伙伴"
"集利用与","局碳捕集利用与","应用于"
"集利用与","碳捕集","包含"
"集利用与","碳捕集利用","开发者"
"利用与","碳捕集","包含"
"利用与","碳捕","应用于"
"家发展改革委","生态环境部","开发者"
"展改革委 市场","改革委 市场","位于"
"部分中国CC","分中国CC","合作伙伴"
"分中国CC","中国CC","开发者"
"二氧化碳流量是影响碳","分中国CC","应用于"
